Datetime,Open,High,Low,Close,Volume,6,trading_code
2022-04-07 09:15:00+05:30,2511.6,2514,2478,2478.95,1028152,0,HDFC
2022-04-07 09:30:00+05:30,2479,2494.75,2476.05,2489.25,396414,0,HDFC
2022-04-07 09:45:00+05:30,2489.75,2489.75,2475.45,2476.05,331499,0,HDFC
2022-04-07 10:00:00+05:30,2476.05,2478.45,2472.35,2476.15,316894,0,HDFC
2022-04-07 10:15:00+05:30,2477,2480.5,2471,2472.8,284225,0,HDFC
2022-04-07 10:30:00+05:30,2472.75,2478.95,2472.65,2478.65,170068,0,HDFC
2022-04-07 10:45:00+05:30,2478.65,2478.65,2473,2473.75,177003,0,HDFC
2022-04-07 11:00:00+05:30,2473.8,2479.95,2472,2473,164632,0,HDFC
2022-04-07 11:15:00+05:30,2473.05,2479.9,2472.1,2477.7,171658,0,HDFC
2022-04-07 11:30:00+05:30,2478.5,2481.45,2475.15,2476.5,204140,0,HDFC
2022-04-07 11:45:00+05:30,2476.55,2484.45,2476.5,2482.75,280941,0,HDFC
2022-04-07 12:00:00+05:30,2482.75,2494.15,2482.05,2491.25,564723,0,HDFC
2022-04-07 12:15:00+05:30,2491,2491.35,2478,2486.8,211114,0,HDFC
2022-04-07 12:30:00+05:30,2486.75,2494.7,2483.3,2490.75,213063,0,HDFC
2022-04-07 12:45:00+05:30,2490.3,2491.6,2483.15,2486.1,160350,0,HDFC
2022-04-07 13:00:00+05:30,2486.5,2490.35,2480.2,2486.55,177365,0,HDFC
2022-04-07 13:15:00+05:30,2486.55,2490.25,2485,2485.05,163021,0,HDFC
2022-04-07 13:30:00+05:30,2485.05,2485.1,2473.85,2475.2,246967,0,HDFC
2022-04-07 13:45:00+05:30,2475,2476.8,2466.25,2473.2,342918,0,HDFC
2022-04-07 14:00:00+05:30,2473.2,2477,2470.55,2472.05,297951,0,HDFC
2022-04-07 14:15:00+05:30,2472,2472.05,2460.65,2471.45,403260,0,HDFC
2022-04-07 14:30:00+05:30,2471,2472.05,2466.15,2467.1,208309,0,HDFC
2022-04-07 14:45:00+05:30,2467.1,2470.9,2462.2,2465.25,281778,0,HDFC
2022-04-07 15:00:00+05:30,2465.05,2467.75,2458.15,2459.65,657941,0,HDFC
2022-04-07 15:15:00+05:30,2459.6,2467,2459.2,2466,608545,0,HDFC
2022-04-08 09:15:00+05:30,2490,2490,2448,2449.95,1022818,0,HDFC
2022-04-08 09:30:00+05:30,2450.15,2451.4,2443,2445.25,669326,0,HDFC
2022-04-08 09:45:00+05:30,2444.65,2451.65,2440.25,2447.25,272375,0,HDFC
2022-04-08 10:00:00+05:30,2446.75,2455,2440.05,2452.05,607031,0,HDFC
2022-04-08 10:15:00+05:30,2452.05,2453.95,2429.7,2437.55,497605,0,HDFC
2022-04-08 10:30:00+05:30,2436.6,2439.05,2428.4,2435.65,740258,0,HDFC
2022-04-08 10:45:00+05:30,2435.75,2440,2434,2438.15,290764,0,HDFC
2022-04-08 11:00:00+05:30,2438.2,2438.5,2428,2431.8,250641,0,HDFC
2022-04-08 11:15:00+05:30,2431.55,2438,2430.8,2434.9,157629,0,HDFC
2022-04-08 11:30:00+05:30,2434.9,2438.8,2431,2437.1,159044,0,HDFC
2022-04-08 11:45:00+05:30,2437.2,2447.45,2436.8,2445.6,226054,0,HDFC
2022-04-08 12:00:00+05:30,2445.8,2452,2445.65,2449.85,279456,0,HDFC
2022-04-08 12:15:00+05:30,2449.9,2460.85,2449.9,2457.1,245769,0,HDFC
2022-04-08 12:30:00+05:30,2457.45,2471.3,2453.9,2466.45,333232,0,HDFC
2022-04-08 12:45:00+05:30,2466.25,2466.5,2458.1,2462.05,306929,0,HDFC
2022-04-08 13:00:00+05:30,2462.5,2462.5,2453.65,2459.8,281075,0,HDFC
2022-04-08 13:15:00+05:30,2459.7,2461.05,2450.35,2452.6,221659,0,HDFC
2022-04-08 13:30:00+05:30,2452.6,2465.95,2448.55,2464,376424,0,HDFC
2022-04-08 13:45:00+05:30,2463.4,2467,2459.8,2466.85,217848,0,HDFC
2022-04-08 14:00:00+05:30,2466.85,2476.7,2466.35,2472.95,384765,0,HDFC
2022-04-08 14:15:00+05:30,2473,2474,2458.75,2460.9,367979,0,HDFC
2022-04-08 14:30:00+05:30,2461,2466,2458.55,2461.3,235179,0,HDFC
2022-04-08 14:45:00+05:30,2461.85,2468.05,2460.85,2466.5,300286,0,HDFC
2022-04-08 15:00:00+05:30,2466.7,2466.7,2453.75,2453.75,483365,0,HDFC
2022-04-08 15:15:00+05:30,2454.85,2460.45,2452.3,2457.55,525040,0,HDFC
2022-04-11 09:15:00+05:30,2440,2445.15,2429,2433.8,421903,0,HDFC
2022-04-11 09:30:00+05:30,2433.5,2443.2,2430.45,2436.75,226221,0,HDFC
2022-04-11 09:45:00+05:30,2436.65,2442,2436.05,2440.9,83834,0,HDFC
2022-04-11 10:00:00+05:30,2440.85,2453.4,2435.75,2449.5,246978,0,HDFC
2022-04-11 10:15:00+05:30,2449.5,2451.5,2443.5,2450.3,103752,0,HDFC
2022-04-11 10:30:00+05:30,2450.3,2450.95,2441.4,2443.9,187044,0,HDFC
2022-04-11 10:45:00+05:30,2443.85,2447,2442.2,2444.65,41680,0,HDFC
2022-04-11 11:00:00+05:30,2444.65,2449.75,2438.8,2447.45,164110,0,HDFC
2022-04-11 11:15:00+05:30,2447.45,2449.9,2444.1,2447.95,84422,0,HDFC
2022-04-11 11:30:00+05:30,2448,2450,2447,2450,111488,0,HDFC
2022-04-11 11:45:00+05:30,2450,2450.7,2445,2447,89818,0,HDFC
2022-04-11 12:00:00+05:30,2447,2449.35,2437.6,2443.4,82816,0,HDFC
2022-04-11 12:15:00+05:30,2442.75,2444,2437.5,2437.9,91271,0,HDFC
2022-04-11 12:30:00+05:30,2438.95,2439.75,2432.1,2438.3,82655,0,HDFC
2022-04-11 12:45:00+05:30,2438.3,2442.65,2435.1,2442.65,106943,0,HDFC
2022-04-11 13:00:00+05:30,2443.15,2445,2438.55,2443,182143,0,HDFC
2022-04-11 13:15:00+05:30,2443,2444,2437.1,2438.25,89604,0,HDFC
2022-04-11 13:30:00+05:30,2439,2442,2436.6,2437.7,103313,0,HDFC
2022-04-11 13:45:00+05:30,2437.55,2439.5,2427.45,2430,146786,0,HDFC
2022-04-11 14:00:00+05:30,2431.15,2435.95,2429.4,2435.65,152354,0,HDFC
2022-04-11 14:15:00+05:30,2435.65,2436.55,2430.95,2432.85,180271,0,HDFC
2022-04-11 14:30:00+05:30,2432.2,2434.1,2427.35,2427.35,183063,0,HDFC
2022-04-11 14:45:00+05:30,2427.55,2430.85,2422.5,2425.25,236660,0,HDFC
2022-04-11 15:00:00+05:30,2426.3,2428.75,2421.1,2426,359836,0,HDFC
2022-04-11 15:15:00+05:30,2426.55,2428.9,2421.45,2427,391846,0,HDFC
2022-04-12 09:15:00+05:30,2411.2,2426,2400,2418.45,638812,0,HDFC
2022-04-12 09:30:00+05:30,2418.45,2443.7,2415.9,2441.75,440916,0,HDFC
2022-04-12 09:45:00+05:30,2441.3,2443.7,2424,2424,358628,0,HDFC
2022-04-12 10:00:00+05:30,2423.7,2429,2418.6,2423.6,182524,0,HDFC
2022-04-12 10:15:00+05:30,2423.8,2427,2418.9,2425.05,249847,0,HDFC
2022-04-12 10:30:00+05:30,2425.5,2437,2423.5,2432.45,190683,0,HDFC
2022-04-12 10:45:00+05:30,2432.45,2433.25,2416.75,2420,201550,0,HDFC
2022-04-12 11:00:00+05:30,2419.9,2422.3,2417.05,2420.5,120754,0,HDFC
2022-04-12 11:15:00+05:30,2420.5,2421.6,2418.55,2420,113656,0,HDFC
2022-04-12 11:30:00+05:30,2420,2425,2414,2424.1,104164,0,HDFC
2022-04-12 11:45:00+05:30,2424.1,2426,2418.75,2423.15,112024,0,HDFC
2022-04-12 12:00:00+05:30,2424,2428.4,2422.75,2422.8,150433,0,HDFC
2022-04-12 12:15:00+05:30,2422.7,2423.3,2418,2419.05,157078,0,HDFC
2022-04-12 12:30:00+05:30,2419.05,2420.4,2415.35,2419.15,120256,0,HDFC
2022-04-12 12:45:00+05:30,2419.15,2422,2415.45,2418.25,152299,0,HDFC
2022-04-12 13:00:00+05:30,2418.5,2421,2417,2419,71443,0,HDFC
2022-04-12 13:15:00+05:30,2419,2422.45,2415,2418.9,156142,0,HDFC
2022-04-12 13:30:00+05:30,2418.65,2423,2409.05,2411.75,256597,0,HDFC
2022-04-12 13:45:00+05:30,2411.1,2416.35,2409.05,2416.15,110702,0,HDFC
2022-04-12 14:00:00+05:30,2416.2,2425.85,2416.15,2423.8,160486,0,HDFC
2022-04-12 14:15:00+05:30,2423.7,2432.45,2422.25,2432,213430,0,HDFC
2022-04-12 14:30:00+05:30,2432,2439.05,2429.3,2436.6,204489,0,HDFC
2022-04-12 14:45:00+05:30,2436.7,2437.5,2428,2428.55,240391,0,HDFC
2022-04-12 15:00:00+05:30,2428.4,2429.75,2423.45,2426,288173,0,HDFC
2022-04-12 15:15:00+05:30,2426,2428,2423,2426.55,361657,0,HDFC
2022-04-13 09:15:00+05:30,2447,2447,2430.45,2440.6,446530,0,HDFC
2022-04-13 09:30:00+05:30,2439.95,2441.3,2426.95,2426.95,182911,0,HDFC
2022-04-13 09:45:00+05:30,2427.1,2434.05,2422,2423.5,117859,0,HDFC
2022-04-13 10:00:00+05:30,2423.5,2424,2410.35,2412.55,188946,0,HDFC
2022-04-13 10:15:00+05:30,2412.65,2416,2404,2406,155239,0,HDFC
2022-04-13 10:30:00+05:30,2406,2411.55,2404.3,2406.25,91690,0,HDFC
2022-04-13 10:45:00+05:30,2406.8,2409.95,2393.95,2398.8,305295,0,HDFC
2022-04-13 11:00:00+05:30,2398.8,2402.05,2394.8,2400.05,166719,0,HDFC
2022-04-13 11:15:00+05:30,2400.05,2401,2396,2397.5,101448,0,HDFC
2022-04-13 11:30:00+05:30,2397.1,2400,2391,2393.9,166686,0,HDFC
2022-04-13 11:45:00+05:30,2393.35,2396.95,2387.25,2394.15,101406,0,HDFC
2022-04-13 12:00:00+05:30,2394.55,2397.7,2382,2382,119445,0,HDFC
2022-04-13 12:15:00+05:30,2381.45,2387,2381.45,2385,80090,0,HDFC
2022-04-13 12:30:00+05:30,2385.3,2392.7,2382,2386.7,93540,0,HDFC
2022-04-13 12:45:00+05:30,2386.65,2390.65,2383.3,2384,91873,0,HDFC
2022-04-13 13:00:00+05:30,2383.95,2391,2383,2390,124860,0,HDFC
2022-04-13 13:15:00+05:30,2390.45,2392.1,2379.1,2383.05,188558,0,HDFC
2022-04-13 13:30:00+05:30,2383.3,2388,2381.5,2384.95,87038,0,HDFC
2022-04-13 13:45:00+05:30,2385,2386.2,2382.7,2385.1,59059,0,HDFC
2022-04-13 14:00:00+05:30,2385.8,2389,2383.55,2388.6,94688,0,HDFC
2022-04-13 14:15:00+05:30,2389,2392.95,2383.2,2386.85,132173,0,HDFC
2022-04-13 14:30:00+05:30,2386.85,2391.35,2384.6,2388.05,172847,0,HDFC
2022-04-13 14:45:00+05:30,2388.25,2391.9,2383.6,2384.35,152827,0,HDFC
2022-04-13 15:00:00+05:30,2384.45,2385.95,2377.05,2377.3,334420,0,HDFC
2022-04-13 15:15:00+05:30,2377.6,2379.95,2371.95,2374,453876,0,HDFC
2022-04-18 09:15:00+05:30,2318.6,2320.95,2300.4,2315.8,874539,0,HDFC
2022-04-18 09:30:00+05:30,2315.85,2317.75,2302,2303.65,466881,0,HDFC
2022-04-18 09:45:00+05:30,2304,2304.85,2293.2,2300.9,560140,0,HDFC
2022-04-18 10:00:00+05:30,2300.9,2301.5,2288.5,2292.8,405374,0,HDFC
2022-04-18 10:15:00+05:30,2292.8,2293.8,2286.25,2289.1,301148,0,HDFC
2022-04-18 10:30:00+05:30,2289.25,2292,2285.4,2286.05,278258,0,HDFC
2022-04-18 10:45:00+05:30,2286.05,2288.25,2283.05,2285.55,332348,0,HDFC
2022-04-18 11:00:00+05:30,2285.5,2289.45,2285.5,2286.7,246792,0,HDFC
2022-04-18 11:15:00+05:30,2286.65,2291.6,2286.35,2288.65,275181,0,HDFC
2022-04-18 11:30:00+05:30,2288.65,2288.65,2281,2284.05,283439,0,HDFC
2022-04-18 11:45:00+05:30,2283.85,2288.45,2283,2284,299176,0,HDFC
2022-04-18 12:00:00+05:30,2284,2284.5,2268.45,2269.2,570371,0,HDFC
2022-04-18 12:15:00+05:30,2269.2,2272.9,2266.85,2272.7,501491,0,HDFC
2022-04-18 12:30:00+05:30,2272.25,2274.95,2269,2271.95,317503,0,HDFC
2022-04-18 12:45:00+05:30,2271.95,2274.6,2266,2268,249631,0,HDFC
2022-04-18 13:00:00+05:30,2268,2270,2262.2,2269.45,213829,0,HDFC
2022-04-18 13:15:00+05:30,2269.35,2270.9,2265,2269.15,171106,0,HDFC
2022-04-18 13:30:00+05:30,2269.15,2271.45,2268,2270,267495,0,HDFC
2022-04-18 13:45:00+05:30,2270,2272.45,2269.35,2270.25,333147,0,HDFC
2022-04-18 14:00:00+05:30,2270.25,2272.45,2267,2269.4,197649,0,HDFC
2022-04-18 14:15:00+05:30,2269.4,2269.45,2265.05,2265.1,239666,0,HDFC
2022-04-18 14:30:00+05:30,2265.1,2271.45,2265,2270.1,243951,0,HDFC
2022-04-18 14:45:00+05:30,2270.1,2273.25,2265,2265.3,204576,0,HDFC
2022-04-18 15:00:00+05:30,2265.3,2266.7,2257.2,2265.5,484651,0,HDFC
2022-04-18 15:15:00+05:30,2266,2269.5,2261.35,2263,719595,0,HDFC
2022-04-19 09:15:00+05:30,2264.1,2264.1,2227.3,2233.45,1205510,0,HDFC
2022-04-19 09:30:00+05:30,2232.85,2233.45,2202.25,2210.35,1215230,0,HDFC
2022-04-19 09:45:00+05:30,2210.35,2210.8,2195,2197.5,1860724,0,HDFC
2022-04-19 10:00:00+05:30,2197.5,2204.55,2191.65,2194,1084184,0,HDFC
2022-04-19 10:15:00+05:30,2194,2194.4,2177.55,2178.6,723943,0,HDFC
2022-04-19 10:30:00+05:30,2178.55,2182,2177,2180.6,423092,0,HDFC
2022-04-19 10:45:00+05:30,2180.85,2182.95,2171.25,2172.65,383585,0,HDFC
2022-04-19 11:00:00+05:30,2172.5,2182,2170.1,2181.2,333412,0,HDFC
2022-04-19 11:15:00+05:30,2181.5,2190,2178.35,2179.45,774132,0,HDFC
2022-04-19 11:30:00+05:30,2179.45,2180.75,2172.5,2180.3,330902,0,HDFC
2022-04-19 11:45:00+05:30,2180.3,2183.3,2178.95,2181.6,267580,0,HDFC
2022-04-19 12:00:00+05:30,2181.6,2182.35,2177.7,2180,350569,0,HDFC
2022-04-19 12:15:00+05:30,2180.3,2181,2170.45,2170.85,511822,0,HDFC
2022-04-19 12:30:00+05:30,2170.85,2171,2160.45,2161.3,498833,0,HDFC
2022-04-19 12:45:00+05:30,2161.3,2163.3,2152.7,2158,639086,0,HDFC
2022-04-19 13:00:00+05:30,2158,2160.2,2154.5,2158.4,583821,0,HDFC
2022-04-19 13:15:00+05:30,2158.05,2162.95,2157.8,2159.6,582327,0,HDFC
2022-04-19 13:30:00+05:30,2159.6,2169.5,2155.25,2157,1067120,0,HDFC
2022-04-19 13:45:00+05:30,2156.95,2167.35,2151.8,2162.1,1216311,0,HDFC
2022-04-19 14:00:00+05:30,2162.1,2175.75,2161.2,2168.35,774007,0,HDFC
2022-04-19 14:15:00+05:30,2168.9,2194.1,2168.05,2188,1491529,0,HDFC
2022-04-19 14:30:00+05:30,2188,2189,2178,2185,582595,0,HDFC
2022-04-19 14:45:00+05:30,2185,2186.45,2166,2168.3,645807,0,HDFC
2022-04-19 15:00:00+05:30,2168.3,2169.55,2141,2142.95,1226600,0,HDFC
2022-04-19 15:15:00+05:30,2142.95,2145.25,2112.85,2121.75,1237860,0,HDFC
2022-04-20 09:15:00+05:30,2154,2169.5,2145,2145,870463,0,HDFC
2022-04-20 09:30:00+05:30,2145,2168.95,2144.3,2163.8,267911,0,HDFC
2022-04-20 09:45:00+05:30,2163.8,2174.4,2154.3,2171.9,281338,0,HDFC
2022-04-20 10:00:00+05:30,2171.9,2173,2161.55,2166,149093,0,HDFC
2022-04-20 10:15:00+05:30,2166,2172.8,2165.2,2168.75,122094,0,HDFC
2022-04-20 10:30:00+05:30,2169.15,2169.4,2156.5,2164.2,206617,0,HDFC
2022-04-20 10:45:00+05:30,2164.55,2174.9,2164,2173.1,168781,0,HDFC
2022-04-20 11:00:00+05:30,2172.6,2183,2172,2174,355592,0,HDFC
2022-04-20 11:15:00+05:30,2173.2,2174.45,2165,2165,133521,0,HDFC
2022-04-20 11:30:00+05:30,2164.6,2169.8,2157.3,2161.45,109618,0,HDFC
2022-04-20 11:45:00+05:30,2161,2163,2157,2159.95,102304,0,HDFC
2022-04-20 12:00:00+05:30,2159.05,2162,2158.85,2160.35,144622,0,HDFC
2022-04-20 12:15:00+05:30,2160.9,2176,2160.35,2175.8,114465,0,HDFC
2022-04-20 12:30:00+05:30,2175.8,2181.5,2170.4,2174.35,175731,0,HDFC
2022-04-20 12:45:00+05:30,2174.35,2176.9,2168,2176.25,149165,0,HDFC
2022-04-20 13:00:00+05:30,2176.25,2178,2170.25,2174.55,110808,0,HDFC
2022-04-20 13:15:00+05:30,2174.85,2175.05,2166.25,2172.75,88498,0,HDFC
2022-04-20 13:30:00+05:30,2172.75,2173.35,2164.15,2169.25,80921,0,HDFC
2022-04-20 13:45:00+05:30,2169.2,2169.25,2147.25,2156.8,249891,0,HDFC
2022-04-20 14:00:00+05:30,2156.55,2169.7,2155.15,2166.2,216427,0,HDFC
2022-04-20 14:15:00+05:30,2166.3,2172.65,2160.9,2170,129772,0,HDFC
2022-04-20 14:30:00+05:30,2170.35,2181.3,2166,2179.4,171026,0,HDFC
2022-04-20 14:45:00+05:30,2180.65,2186.9,2167,2170.2,290543,0,HDFC
2022-04-20 15:00:00+05:30,2170.2,2177.9,2170,2176.2,267002,0,HDFC
2022-04-20 15:15:00+05:30,2176.3,2188.9,2175.8,2186.95,417320,0,HDFC
2022-04-21 09:15:00+05:30,2197.7,2197.7,2182.95,2184.45,448784,0,HDFC
2022-04-21 09:30:00+05:30,2183.75,2194.35,2181.3,2193.9,224629,0,HDFC
2022-04-21 09:45:00+05:30,2193.9,2194.75,2183.35,2187.95,223643,0,HDFC
2022-04-21 10:00:00+05:30,2187.65,2191.9,2186.7,2190.6,125867,0,HDFC
2022-04-21 10:15:00+05:30,2190.6,2194.6,2188.05,2190.6,139981,0,HDFC
2022-04-21 10:30:00+05:30,2190.05,2193,2189.15,2192.5,382585,0,HDFC
2022-04-21 10:45:00+05:30,2192.5,2196,2191,2195.4,65232,0,HDFC
2022-04-21 11:00:00+05:30,2195.05,2209.6,2195.05,2209,225732,0,HDFC
2022-04-21 11:15:00+05:30,2209,2216.8,2205.35,2215.2,189872,0,HDFC
2022-04-21 11:30:00+05:30,2215.25,2216.2,2209,2211.75,169446,0,HDFC
2022-04-21 11:45:00+05:30,2211.85,2212.05,2206,2209,110497,0,HDFC
2022-04-21 12:00:00+05:30,2209.9,2214.55,2209,2213.95,131900,0,HDFC
2022-04-21 12:15:00+05:30,2213.95,2214.2,2212.1,2213.1,176061,0,HDFC
2022-04-21 12:30:00+05:30,2213.5,2219.55,2212.8,2219,148993,0,HDFC
2022-04-21 12:45:00+05:30,2218.45,2220,2213.5,2215.65,139350,0,HDFC
2022-04-21 13:00:00+05:30,2215.7,2218,2212.05,2214.5,115996,0,HDFC
2022-04-21 13:15:00+05:30,2214.5,2215.65,2208.25,2215.5,135231,0,HDFC
2022-04-21 13:30:00+05:30,2215.5,2217.2,2209,2217.2,306898,0,HDFC
2022-04-21 13:45:00+05:30,2216.9,2218.5,2214.3,2217.45,91510,0,HDFC
2022-04-21 14:00:00+05:30,2217.45,2222,2216.2,2221.95,145060,0,HDFC
2022-04-21 14:15:00+05:30,2221.8,2241.4,2221.8,2241,420499,0,HDFC
2022-04-21 14:30:00+05:30,2240.75,2246.25,2229.35,2234.35,360452,0,HDFC
2022-04-21 14:45:00+05:30,2234.1,2235.1,2229,2232.85,125461,0,HDFC
2022-04-21 15:00:00+05:30,2232.8,2236.5,2225.05,2229.1,376106,0,HDFC
2022-04-21 15:15:00+05:30,2229.15,2233.55,2227,2230,408281,0,HDFC
2022-04-22 09:15:00+05:30,2190.05,2210.75,2186.65,2209.95,566257,0,HDFC
2022-04-22 09:30:00+05:30,2209.95,2209.95,2197.1,2200.95,240970,0,HDFC
2022-04-22 09:45:00+05:30,2200.95,2205.9,2198.6,2203.75,150792,0,HDFC
2022-04-22 10:00:00+05:30,2203.75,2205.85,2201.55,2204.9,85726,0,HDFC
2022-04-22 10:15:00+05:30,2204.5,2208,2203.15,2206.55,142994,0,HDFC
2022-04-22 10:30:00+05:30,2206,2216.35,2205,2215.9,119708,0,HDFC
2022-04-22 10:45:00+05:30,2215.9,2227,2213.1,2226.9,177545,0,HDFC
2022-04-22 11:00:00+05:30,2226.9,2238.45,2224.2,2237,198926,0,HDFC
2022-04-22 11:15:00+05:30,2237,2242.1,2227.1,2230.2,225599,0,HDFC
2022-04-22 11:30:00+05:30,2230.25,2236.2,2230,2233.8,93644,0,HDFC
2022-04-22 11:45:00+05:30,2233.8,2236.35,2230.05,2236.35,114644,0,HDFC
2022-04-22 12:00:00+05:30,2236.35,2239.7,2231.4,2232.5,135302,0,HDFC
2022-04-22 12:15:00+05:30,2231.2,2235.2,2227.55,2230.5,270468,0,HDFC
2022-04-22 12:30:00+05:30,2230,2235,2222.95,2233.65,155471,0,HDFC
2022-04-22 12:45:00+05:30,2232.95,2234.8,2229.85,2231.95,89651,0,HDFC
2022-04-22 13:00:00+05:30,2231.9,2232.75,2229.5,2231,107072,0,HDFC
2022-04-22 13:15:00+05:30,2230.95,2233.5,2229.35,2231,192186,0,HDFC
2022-04-22 13:30:00+05:30,2230.85,2239,2230,2233,116492,0,HDFC
2022-04-22 13:45:00+05:30,2232.4,2235.8,2230,2230,153105,0,HDFC
2022-04-22 14:00:00+05:30,2230,2232.9,2215,2221.55,296770,0,HDFC
2022-04-22 14:15:00+05:30,2221,2222.1,2210.9,2212.45,100432,0,HDFC
2022-04-22 14:30:00+05:30,2211.65,2217,2209.2,2211.35,194485,0,HDFC
2022-04-22 14:45:00+05:30,2211.45,2212.15,2198.15,2204.95,226857,0,HDFC
2022-04-22 15:00:00+05:30,2205.15,2211.9,2202.75,2208.25,241030,0,HDFC
2022-04-22 15:15:00+05:30,2208.1,2208.7,2199.75,2202.7,253960,0,HDFC
